Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Population
2017,1,Ciutat Vella,1,el Raval,Male,0-4,224
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,50
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,43
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,95
2017,2,Eixample,5,el Fort Pienc,Male,0-4,124
2017,2,Eixample,6,la Sagrada Família,Male,0-4,191
2017,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,176
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,158
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,220
2017,2,Eixample,10,Sant Antoni,Male,0-4,143
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,180
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,10
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,124
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,47
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,79
2017,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,80
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,84
2017,3,Sants-Montjuïc,18,Sants,Male,0-4,195
2017,4,Les Corts,19,les Corts,Male,0-4,173
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,85
2017,4,Les Corts,21,Pedralbes,Male,0-4,37
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,16
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,119
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,71
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,104
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,203
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,150
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,66
2017,6,Gràcia,29,el Coll,Male,0-4,37
2017,6,Gràcia,30,la Salut,Male,0-4,57
2017,6,Gràcia,31,la Vila de Gràcia,Male,0-4,242
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,168
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,117
2017,7,Horta-Guinardó,34,Can Baró,Male,0-4,27
2017,7,Horta-Guinardó,35,el Guinardó,Male,0-4,149
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,36
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,147
2017,7,Horta-Guinardó,38,la Teixonera,Male,0-4,50
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,21
2017,7,Horta-Guinardó,40,Montbau,Male,0-4,19
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,27
2017,7,Horta-Guinardó,42,la Clota,Male,0-4,1
2017,7,Horta-Guinardó,43,Horta,Male,0-4,106
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,85
2017,8,Nou Barris,45,Porta,Male,0-4,101
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,68
2017,8,Nou Barris,47,Can Peguera,Male,0-4,6
2017,8,Nou Barris,48,la Guineueta,Male,0-4,60
2017,8,Nou Barris,49,Canyelles,Male,0-4,25
2017,8,Nou Barris,50,les Roquetes,Male,0-4,80
2017,8,Nou Barris,51,Verdun,Male,0-4,48
2017,8,Nou Barris,52,la Prosperitat,Male,0-4,92
2017,8,Nou Barris,53,la Trinitat Nova,Male,0-4,32
2017,8,Nou Barris,54,Torre Baró,Male,0-4,12
2017,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,53
2017,8,Nou Barris,56,Vallbona,Male,0-4,5
2017,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,61
2017,9,Sant Andreu,58,Baró de Viver,Male,0-4,9
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,55
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,261
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,146
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,62
2017,9,Sant Andreu,63,Navas,Male,0-4,105
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,151
2017,10,Sant Martí,65,el Clot,Male,0-4,92
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,70
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,48
2017,10,Sant Martí,68,el Poblenou,Male,0-4,186
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,88
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,89
2017,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,97
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,96
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,125
2017,1,Ciutat Vella,1,el Raval,Male,0-4,216
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,51
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,50
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,88
2017,2,Eixample,5,el Fort Pienc,Male,0-4,149
2017,2,Eixample,6,la Sagrada Família,Male,0-4,196
2017,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,213
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,182
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,229
2017,2,Eixample,10,Sant Antoni,Male,0-4,175
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,181
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,6
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,128
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,36
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,47
2017,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,77
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,95
2017,3,Sants-Montjuïc,18,Sants,Male,0-4,173
2017,4,Les Corts,19,les Corts,Male,0-4,211
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,99
2017,4,Les Corts,21,Pedralbes,Male,0-4,35
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,37
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,116
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,80
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,109
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,210
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,149
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,70
2017,6,Gràcia,29,el Coll,Male,0-4,37
2017,6,Gràcia,30,la Salut,Male,0-4,39
2017,6,Gràcia,31,la Vila de Gràcia,Male,0-4,240
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,146
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,93
2017,7,Horta-Guinardó,34,Can Baró,Male,0-4,28
2017,7,Horta-Guinardó,35,el Guinardó,Male,0-4,184
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,41
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,142
2017,7,Horta-Guinardó,38,la Teixonera,Male,0-4,46
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,18
2017,7,Horta-Guinardó,40,Montbau,Male,0-4,19
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,28
2017,7,Horta-Guinardó,42,la Clota,Male,0-4,6
2017,7,Horta-Guinardó,43,Horta,Male,0-4,105
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,105
2017,8,Nou Barris,45,Porta,Male,0-4,107
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,72
2017,8,Nou Barris,47,Can Peguera,Male,0-4,8
2017,8,Nou Barris,48,la Guineueta,Male,0-4,64
2017,8,Nou Barris,49,Canyelles,Male,0-4,32
2017,8,Nou Barris,50,les Roquetes,Male,0-4,72
2017,8,Nou Barris,51,Verdun,Male,0-4,54
2017,8,Nou Barris,52,la Prosperitat,Male,0-4,123
2017,8,Nou Barris,53,la Trinitat Nova,Male,0-4,43
2017,8,Nou Barris,54,Torre Baró,Male,0-4,17
2017,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,67
2017,8,Nou Barris,56,Vallbona,Male,0-4,6
2017,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,47
2017,9,Sant Andreu,58,Baró de Viver,Male,0-4,16
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,63
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,238
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,133
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,60
2017,9,Sant Andreu,63,Navas,Male,0-4,94
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,159
2017,10,Sant Martí,65,el Clot,Male,0-4,120
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,89
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,51
2017,10,Sant Martí,68,el Poblenou,Male,0-4,171
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,99
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,99
2017,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,97
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,93
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,119
2017,1,Ciutat Vella,1,el Raval,Male,0-4,213
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,37
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,39
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,87
2017,2,Eixample,5,el Fort Pienc,Male,0-4,132
2017,2,Eixample,6,la Sagrada Família,Male,0-4,193
2017,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,194
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,155
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,230
2017,2,Eixample,10,Sant Antoni,Male,0-4,159
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,200
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,6
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,117
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,38
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,72
2017,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,63
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,80
2017,3,Sants-Montjuïc,18,Sants,Male,0-4,187
2017,4,Les Corts,19,les Corts,Male,0-4,190
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,103
2017,4,Les Corts,21,Pedralbes,Male,0-4,56
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,28
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,172
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,83
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,138
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,180
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,119
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,72
2017,6,Gràcia,29,el Coll,Male,0-4,41
2017,6,Gràcia,30,la Salut,Male,0-4,64
2017,6,Gràcia,31,la Vila de Gràcia,Male,0-4,226
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,128
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,92
2017,7,Horta-Guinardó,34,Can Baró,Male,0-4,26
2017,7,Horta-Guinardó,35,el Guinardó,Male,0-4,162
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,40
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,139
2017,7,Horta-Guinardó,38,la Teixonera,Male,0-4,50
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,20
2017,7,Horta-Guinardó,40,Montbau,Male,0-4,14
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,24
2017,7,Horta-Guinardó,42,la Clota,Male,0-4,9
2017,7,Horta-Guinardó,43,Horta,Male,0-4,102
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,109
2017,8,Nou Barris,45,Porta,Male,0-4,117
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,74
2017,8,Nou Barris,47,Can Peguera,Male,0-4,4
2017,8,Nou Barris,48,la Guineueta,Male,0-4,52
2017,8,Nou Barris,49,Canyelles,Male,0-4,26
2017,8,Nou Barris,50,les Roquetes,Male,0-4,73
2017,8,Nou Barris,51,Verdun,Male,0-4,58
2017,8,Nou Barris,52,la Prosperitat,Male,0-4,110
2017,8,Nou Barris,53,la Trinitat Nova,Male,0-4,33
2017,8,Nou Barris,54,Torre Baró,Male,0-4,15
2017,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,56
2017,8,Nou Barris,56,Vallbona,Male,0-4,11
2017,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,68
2017,9,Sant Andreu,58,Baró de Viver,Male,0-4,12
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,80
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,281
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,144
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,72
2017,9,Sant Andreu,63,Navas,Male,0-4,89
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,130
2017,10,Sant Martí,65,el Clot,Male,0-4,98
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,72
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,55
2017,10,Sant Martí,68,el Poblenou,Male,0-4,202
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,93
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,129
2017,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,98
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,100
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,98
2017,1,Ciutat Vella,1,el Raval,Male,0-4,198
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,51
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,48
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,82
2017,2,Eixample,5,el Fort Pienc,Male,0-4,107
2017,2,Eixample,6,la Sagrada Família,Male,0-4,171
2017,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,198
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,156
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,204
2017,2,Eixample,10,Sant Antoni,Male,0-4,168
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,179
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,8
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,122
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,33
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,75
2017,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,70
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,83
2017,3,Sants-Montjuïc,18,Sants,Male,0-4,168
2017,4,Les Corts,19,les Corts,Male,0-4,196
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,108
2017,4,Les Corts,21,Pedralbes,Male,0-4,45
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,40
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,152
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,95
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,130
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,204
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,134
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,68
2017,6,Gràcia,29,el Coll,Male,0-4,36
2017,6,Gràcia,30,la Salut,Male,0-4,63
2017,6,Gràcia,31,la Vila de Gràcia,Male,0-4,219
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,148
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,90
2017,7,Horta-Guinardó,34,Can Baró,Male,0-4,25
2017,7,Horta-Guinardó,35,el Guinardó,Male,0-4,148
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,32
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,131
2017,7,Horta-Guinardó,38,la Teixonera,Male,0-4,52
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,37
2017,7,Horta-Guinardó,40,Montbau,Male,0-4,9
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,32
2017,7,Horta-Guinardó,42,la Clota,Male,0-4,7
2017,7,Horta-Guinardó,43,Horta,Male,0-4,118
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,104
2017,8,Nou Barris,45,Porta,Male,0-4,112
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,72
2017,8,Nou Barris,47,Can Peguera,Male,0-4,6
2017,8,Nou Barris,48,la Guineueta,Male,0-4,59
2017,8,Nou Barris,49,Canyelles,Male,0-4,27
2017,8,Nou Barris,50,les Roquetes,Male,0-4,73
2017,8,Nou Barris,51,Verdun,Male,0-4,56
2017,8,Nou Barris,52,la Prosperitat,Male,0-4,111
2017,8,Nou Barris,53,la Trinitat Nova,Male,0-4,36
2017,8,Nou Barris,54,Torre Baró,Male,0-4,22
2017,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,63
2017,8,Nou Barris,56,Vallbona,Male,0-4,7
2017,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,52
2017,9,Sant Andreu,58,Baró de Viver,Male,0-4,12
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,61
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,269
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,114
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,66
2017,9,Sant Andreu,63,Navas,Male,0-4,93
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,150
2017,10,Sant Martí,65,el Clot,Male,0-4,96
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,70
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,43
2017,10,Sant Martí,68,el Poblenou,Male,0-4,179
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,123
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,102
2017,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,107
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,111
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,108
2017,1,Ciutat Vella,1,el Raval,Male,0-4,235
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,55
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,45
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,81
2017,2,Eixample,5,el Fort Pienc,Male,0-4,150
2017,2,Eixample,6,la Sagrada Família,Male,0-4,206
2017,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,176
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,164
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,228
2017,2,Eixample,10,Sant Antoni,Male,0-4,128
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,163
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,5
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,115
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,36
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,63
2017,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,80
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,100
2017,3,Sants-Montjuïc,18,Sants,Male,0-4,186
2017,4,Les Corts,19,les Corts,Male,0-4,205
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,106
2017,4,Les Corts,21,Pedralbes,Male,0-4,60
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,24
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,168
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,101
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,145
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,202
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,139
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,69
2017,6,Gràcia,29,el Coll,Male,0-4,32
2017,6,Gràcia,30,la Salut,Male,0-4,60
2017,6,Gràcia,31,la Vila de Gràcia,Male,0-4,224
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,143
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,100
2017,7,Horta-Guinardó,34,Can Baró,Male,0-4,49
2017,7,Horta-Guinardó,35,el Guinardó,Male,0-4,156
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,36
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,136
2017,7,Horta-Guinardó,38,la Teixonera,Male,0-4,34
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,29
2017,7,Horta-Guinardó,40,Montbau,Male,0-4,24
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,14
2017,7,Horta-Guinardó,42,la Clota,Male,0-4,3
2017,7,Horta-Guinardó,43,Horta,Male,0-4,110
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,112
2017,8,Nou Barris,45,Porta,Male,0-4,105
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,91
2017,8,Nou Barris,47,Can Peguera,Male,0-4,8
2017,8,Nou Barris,48,la Guineueta,Male,0-4,61
2017,8,Nou Barris,49,Canyelles,Male,0-4,23
2017,8,Nou Barris,50,les Roquetes,Male,0-4,59
2017,8,Nou Barris,51,Verdun,Male,0-4,66
2017,8,Nou Barris,52,la Prosperitat,Male,0-4,104
2017,8,Nou Barris,53,la Trinitat Nova,Male,0-4,41
2017,8,Nou Barris,54,Torre Baró,Male,0-4,12
2017,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,62
2017,8,Nou Barris,56,Vallbona,Male,0-4,5
2017,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,61
2017,9,Sant Andreu,58,Baró de Viver,Male,0-4,16
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,71
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,271
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,134
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,61
2017,9,Sant Andreu,63,Navas,Male,0-4,73
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,136
2017,10,Sant Martí,65,el Clot,Male,0-4,113
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,65
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,54
2017,10,Sant Martí,68,el Poblenou,Male,0-4,188
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,108
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,102
2017,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,98
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,119
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,130
2017,1,Ciutat Vella,1,el Raval,Male,5-9,242
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,5-9,55
2017,1,Ciutat Vella,3,la Barceloneta,Male,5-9,36
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,5-9,87
2017,2,Eixample,5,el Fort Pienc,Male,5-9,129
2017,2,Eixample,6,la Sagrada Família,Male,5-9,206
2017,2,Eixample,7,la Dreta de l'Eixample,Male,5-9,191
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,5-9,173
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,5-9,207
2017,2,Eixample,10,Sant Antoni,Male,5-9,137
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,5-9,165
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,5-9,2
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,5-9,167
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,5-9,28
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,5-9,68
2017,3,Sants-Montjuïc,16,la Bordeta,Male,5-9,64
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,5-9,98
2017,3,Sants-Montjuïc,18,Sants,Male,5-9,168
2017,4,Les Corts,19,les Corts,Male,5-9,192
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,5-9,110
2017,4,Les Corts,21,Pedralbes,Male,5-9,66
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,5-9,33
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,5-9,147
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,5-9,102
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,5-9,143
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,5-9,241
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,5-9,127
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,5-9,87
2017,6,Gràcia,29,el Coll,Male,5-9,34
2017,6,Gràcia,30,la Salut,Male,5-9,59
2017,6,Gràcia,31,la Vila de Gràcia,Male,5-9,227
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,5-9,141
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,5-9,98
2017,7,Horta-Guinardó,34,Can Baró,Male,5-9,22
2017,7,Horta-Guinardó,35,el Guinardó,Male,5-9,158
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,5-9,38
2017,7,Horta-Guinardó,37,el Carmel,Male,5-9,130
2017,7,Horta-Guinardó,38,la Teixonera,Male,5-9,45
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,5-9,26
