Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Population
2014,8,Nou Barris,45,Porta,Male,10-14,86
2014,8,Nou Barris,46,el Turó de la Peira,Male,10-14,58
2014,8,Nou Barris,47,Can Peguera,Male,10-14,8
2014,8,Nou Barris,48,la Guineueta,Male,10-14,63
2014,8,Nou Barris,49,Canyelles,Male,10-14,29
2014,8,Nou Barris,50,les Roquetes,Male,10-14,78
2014,8,Nou Barris,51,Verdun,Male,10-14,50
2014,8,Nou Barris,52,la Prosperitat,Male,10-14,116
2014,8,Nou Barris,53,la Trinitat Nova,Male,10-14,38
2014,8,Nou Barris,54,Torre Baró,Male,10-14,9
2014,8,Nou Barris,55,Ciutat Meridiana,Male,10-14,48
2014,8,Nou Barris,56,Vallbona,Male,10-14,5
2014,9,Sant Andreu,57,la Trinitat Vella,Male,10-14,50
2014,9,Sant Andreu,58,Baró de Viver,Male,10-14,17
2014,9,Sant Andreu,59,el Bon Pastor,Male,10-14,70
2014,9,Sant Andreu,60,Sant Andreu,Male,10-14,212
2014,9,Sant Andreu,61,la Sagrera,Male,10-14,103
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,10-14,54
2014,9,Sant Andreu,63,Navas,Male,10-14,86
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,10-14,130
2014,10,Sant Martí,65,el Clot,Male,10-14,115
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,47
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,10-14,59
2014,10,Sant Martí,68,el Poblenou,Male,10-14,177
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,10-14,73
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,10-14,100
2014,10,Sant Martí,71,Provençals del Poblenou,Male,10-14,76
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,10-14,112
2014,10,Sant Martí,73,la Verneda i la Pau,Male,10-14,110
2014,1,Ciutat Vella,1,el Raval,Male,10-14,173
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,10-14,38
2014,1,Ciutat Vella,3,la Barceloneta,Male,10-14,51
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,10-14,61
2014,2,Eixample,5,el Fort Pienc,Male,10-14,109
2014,2,Eixample,6,la Sagrada Família,Male,10-14,167
2014,2,Eixample,7,la Dreta de l'Eixample,Male,10-14,167
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,10-14,138
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,197
2014,2,Eixample,10,Sant Antoni,Male,10-14,123
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,10-14,134
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,10-14,5
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,10-14,156
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,10-14,30
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,10-14,55
2014,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,74
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,10-14,70
2014,3,Sants-Montjuïc,18,Sants,Male,10-14,144
2014,4,Les Corts,19,les Corts,Male,10-14,140
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,95
2014,4,Les Corts,21,Pedralbes,Male,10-14,75
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,10-14,31
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,10-14,149
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,10-14,88
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,135
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,10-14,237
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,10-14,141
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,10-14,66
2014,6,Gràcia,29,el Coll,Male,10-14,35
2014,6,Gràcia,30,la Salut,Male,10-14,47
2014,6,Gràcia,31,la Vila de Gràcia,Male,10-14,167
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,10-14,126
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,93
2014,7,Horta-Guinardó,34,Can Baró,Male,10-14,32
2014,7,Horta-Guinardó,35,el Guinardó,Male,10-14,137
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,10-14,58
2014,7,Horta-Guinardó,37,el Carmel,Male,10-14,141
2014,7,Horta-Guinardó,38,la Teixonera,Male,10-14,57
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,10-14,29
2014,7,Horta-Guinardó,40,Montbau,Male,10-14,21
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,19
2014,7,Horta-Guinardó,42,la Clota,Male,10-14,0
2014,7,Horta-Guinardó,43,Horta,Male,10-14,120
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,10-14,85
2014,8,Nou Barris,45,Porta,Male,10-14,91
2014,8,Nou Barris,46,el Turó de la Peira,Male,10-14,58
2014,8,Nou Barris,47,Can Peguera,Male,10-14,9
2014,8,Nou Barris,48,la Guineueta,Male,10-14,55
2014,8,Nou Barris,49,Canyelles,Male,10-14,42
2014,8,Nou Barris,50,les Roquetes,Male,10-14,71
2014,8,Nou Barris,51,Verdun,Male,10-14,41
2014,8,Nou Barris,52,la Prosperitat,Male,10-14,108
2014,8,Nou Barris,53,la Trinitat Nova,Male,10-14,41
2014,8,Nou Barris,54,Torre Baró,Male,10-14,19
2014,8,Nou Barris,55,Ciutat Meridiana,Male,10-14,56
2014,8,Nou Barris,56,Vallbona,Male,10-14,5
2014,9,Sant Andreu,57,la Trinitat Vella,Male,10-14,43
2014,9,Sant Andreu,58,Baró de Viver,Male,10-14,14
2014,9,Sant Andreu,59,el Bon Pastor,Male,10-14,62
2014,9,Sant Andreu,60,Sant Andreu,Male,10-14,225
2014,9,Sant Andreu,61,la Sagrera,Male,10-14,93
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,10-14,55
2014,9,Sant Andreu,63,Navas,Male,10-14,93
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,10-14,121
2014,10,Sant Martí,65,el Clot,Male,10-14,126
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,50
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,10-14,60
2014,10,Sant Martí,68,el Poblenou,Male,10-14,149
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,10-14,60
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,10-14,102
2014,10,Sant Martí,71,Provençals del Poblenou,Male,10-14,61
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,10-14,100
2014,10,Sant Martí,73,la Verneda i la Pau,Male,10-14,147
2014,1,Ciutat Vella,1,el Raval,Male,10-14,182
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,10-14,44
2014,1,Ciutat Vella,3,la Barceloneta,Male,10-14,55
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,10-14,58
2014,2,Eixample,5,el Fort Pienc,Male,10-14,134
2014,2,Eixample,6,la Sagrada Família,Male,10-14,188
2014,2,Eixample,7,la Dreta de l'Eixample,Male,10-14,164
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,10-14,154
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,199
2014,2,Eixample,10,Sant Antoni,Male,10-14,120
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,10-14,159
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,10-14,9
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,10-14,152
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,10-14,39
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,10-14,61
2014,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,70
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,10-14,75
2014,3,Sants-Montjuïc,18,Sants,Male,10-14,158
2014,4,Les Corts,19,les Corts,Male,10-14,193
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,97
2014,4,Les Corts,21,Pedralbes,Male,10-14,65
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,10-14,29
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,10-14,143
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,10-14,107
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,135
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,10-14,266
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,10-14,115
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,10-14,78
2014,6,Gràcia,29,el Coll,Male,10-14,25
2014,6,Gràcia,30,la Salut,Male,10-14,47
2014,6,Gràcia,31,la Vila de Gràcia,Male,10-14,164
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,10-14,102
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,84
2014,7,Horta-Guinardó,34,Can Baró,Male,10-14,40
2014,7,Horta-Guinardó,35,el Guinardó,Male,10-14,135
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,10-14,41
2014,7,Horta-Guinardó,37,el Carmel,Male,10-14,147
2014,7,Horta-Guinardó,38,la Teixonera,Male,10-14,55
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,10-14,27
2014,7,Horta-Guinardó,40,Montbau,Male,10-14,17
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,32
2014,7,Horta-Guinardó,42,la Clota,Male,10-14,0
2014,7,Horta-Guinardó,43,Horta,Male,10-14,110
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,10-14,96
2014,8,Nou Barris,45,Porta,Male,10-14,83
2014,8,Nou Barris,46,el Turó de la Peira,Male,10-14,53
2014,8,Nou Barris,47,Can Peguera,Male,10-14,13
2014,8,Nou Barris,48,la Guineueta,Male,10-14,62
2014,8,Nou Barris,49,Canyelles,Male,10-14,31
2014,8,Nou Barris,50,les Roquetes,Male,10-14,74
2014,8,Nou Barris,51,Verdun,Male,10-14,55
2014,8,Nou Barris,52,la Prosperitat,Male,10-14,99
2014,8,Nou Barris,53,la Trinitat Nova,Male,10-14,35
2014,8,Nou Barris,54,Torre Baró,Male,10-14,18
2014,8,Nou Barris,55,Ciutat Meridiana,Male,10-14,53
2014,8,Nou Barris,56,Vallbona,Male,10-14,4
2014,9,Sant Andreu,57,la Trinitat Vella,Male,10-14,45
2014,9,Sant Andreu,58,Baró de Viver,Male,10-14,13
2014,9,Sant Andreu,59,el Bon Pastor,Male,10-14,60
2014,9,Sant Andreu,60,Sant Andreu,Male,10-14,245
2014,9,Sant Andreu,61,la Sagrera,Male,10-14,118
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,10-14,54
2014,9,Sant Andreu,63,Navas,Male,10-14,86
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,10-14,156
2014,10,Sant Martí,65,el Clot,Male,10-14,127
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,55
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,10-14,70
2014,10,Sant Martí,68,el Poblenou,Male,10-14,158
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,10-14,72
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,10-14,110
2014,10,Sant Martí,71,Provençals del Poblenou,Male,10-14,83
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,10-14,100
2014,10,Sant Martí,73,la Verneda i la Pau,Male,10-14,110
2014,1,Ciutat Vella,1,el Raval,Male,10-14,192
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,10-14,33
2014,1,Ciutat Vella,3,la Barceloneta,Male,10-14,42
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,10-14,61
2014,2,Eixample,5,el Fort Pienc,Male,10-14,113
2014,2,Eixample,6,la Sagrada Família,Male,10-14,173
2014,2,Eixample,7,la Dreta de l'Eixample,Male,10-14,159
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,10-14,152
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,185
2014,2,Eixample,10,Sant Antoni,Male,10-14,125
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,10-14,143
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,10-14,1
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,10-14,126
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,10-14,44
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,10-14,53
2014,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,73
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,10-14,82
2014,3,Sants-Montjuïc,18,Sants,Male,10-14,174
2014,4,Les Corts,19,les Corts,Male,10-14,171
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,94
2014,4,Les Corts,21,Pedralbes,Male,10-14,54
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,10-14,23
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,10-14,144
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,10-14,112
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,127
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,10-14,233
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,10-14,143
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,10-14,65
2014,6,Gràcia,29,el Coll,Male,10-14,28
2014,6,Gràcia,30,la Salut,Male,10-14,48
2014,6,Gràcia,31,la Vila de Gràcia,Male,10-14,149
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,10-14,116
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,95
2014,7,Horta-Guinardó,34,Can Baró,Male,10-14,45
2014,7,Horta-Guinardó,35,el Guinardó,Male,10-14,138
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,10-14,57
2014,7,Horta-Guinardó,37,el Carmel,Male,10-14,126
2014,7,Horta-Guinardó,38,la Teixonera,Male,10-14,45
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,10-14,38
2014,7,Horta-Guinardó,40,Montbau,Male,10-14,18
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,25
2014,7,Horta-Guinardó,42,la Clota,Male,10-14,3
2014,7,Horta-Guinardó,43,Horta,Male,10-14,108
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,10-14,86
2014,8,Nou Barris,45,Porta,Male,10-14,102
2014,8,Nou Barris,46,el Turó de la Peira,Male,10-14,51
2014,8,Nou Barris,47,Can Peguera,Male,10-14,19
2014,8,Nou Barris,48,la Guineueta,Male,10-14,59
2014,8,Nou Barris,49,Canyelles,Male,10-14,36
2014,8,Nou Barris,50,les Roquetes,Male,10-14,74
2014,8,Nou Barris,51,Verdun,Male,10-14,55
2014,8,Nou Barris,52,la Prosperitat,Male,10-14,127
2014,8,Nou Barris,53,la Trinitat Nova,Male,10-14,30
2014,8,Nou Barris,54,Torre Baró,Male,10-14,11
2014,8,Nou Barris,55,Ciutat Meridiana,Male,10-14,53
2014,8,Nou Barris,56,Vallbona,Male,10-14,6
2014,9,Sant Andreu,57,la Trinitat Vella,Male,10-14,53
2014,9,Sant Andreu,58,Baró de Viver,Male,10-14,16
2014,9,Sant Andreu,59,el Bon Pastor,Male,10-14,65
2014,9,Sant Andreu,60,Sant Andreu,Male,10-14,236
2014,9,Sant Andreu,61,la Sagrera,Male,10-14,127
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,10-14,61
2014,9,Sant Andreu,63,Navas,Male,10-14,83
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,10-14,131
2014,10,Sant Martí,65,el Clot,Male,10-14,131
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,48
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,10-14,65
2014,10,Sant Martí,68,el Poblenou,Male,10-14,135
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,10-14,62
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,10-14,96
2014,10,Sant Martí,71,Provençals del Poblenou,Male,10-14,79
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,10-14,107
2014,10,Sant Martí,73,la Verneda i la Pau,Male,10-14,111
2014,1,Ciutat Vella,1,el Raval,Male,15-19,192
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,39
2014,1,Ciutat Vella,3,la Barceloneta,Male,15-19,48
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,15-19,69
2014,2,Eixample,5,el Fort Pienc,Male,15-19,124
2014,2,Eixample,6,la Sagrada Família,Male,15-19,183
2014,2,Eixample,7,la Dreta de l'Eixample,Male,15-19,179
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,15-19,150
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,15-19,193
2014,2,Eixample,10,Sant Antoni,Male,15-19,131
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,15-19,163
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,2
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,15-19,134
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,15-19,33
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,58
2014,3,Sants-Montjuïc,16,la Bordeta,Male,15-19,74
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,15-19,85
2014,3,Sants-Montjuïc,18,Sants,Male,15-19,146
2014,4,Les Corts,19,les Corts,Male,15-19,180
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,15-19,89
2014,4,Les Corts,21,Pedralbes,Male,15-19,60
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,15-19,27
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,15-19,128
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,15-19,97
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,15-19,122
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,15-19,245
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,15-19,128
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,15-19,47
2014,6,Gràcia,29,el Coll,Male,15-19,25
2014,6,Gràcia,30,la Salut,Male,15-19,66
2014,6,Gràcia,31,la Vila de Gràcia,Male,15-19,148
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,15-19,114
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,15-19,99
2014,7,Horta-Guinardó,34,Can Baró,Male,15-19,28
2014,7,Horta-Guinardó,35,el Guinardó,Male,15-19,149
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,15-19,43
2014,7,Horta-Guinardó,37,el Carmel,Male,15-19,120
2014,7,Horta-Guinardó,38,la Teixonera,Male,15-19,42
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,15-19,34
2014,7,Horta-Guinardó,40,Montbau,Male,15-19,18
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,15-19,31
2014,7,Horta-Guinardó,42,la Clota,Male,15-19,2
2014,7,Horta-Guinardó,43,Horta,Male,15-19,101
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,15-19,102
2014,8,Nou Barris,45,Porta,Male,15-19,92
2014,8,Nou Barris,46,el Turó de la Peira,Male,15-19,61
2014,8,Nou Barris,47,Can Peguera,Male,15-19,9
2014,8,Nou Barris,48,la Guineueta,Male,15-19,64
2014,8,Nou Barris,49,Canyelles,Male,15-19,26
2014,8,Nou Barris,50,les Roquetes,Male,15-19,58
2014,8,Nou Barris,51,Verdun,Male,15-19,44
2014,8,Nou Barris,52,la Prosperitat,Male,15-19,112
2014,8,Nou Barris,53,la Trinitat Nova,Male,15-19,23
2014,8,Nou Barris,54,Torre Baró,Male,15-19,13
2014,8,Nou Barris,55,Ciutat Meridiana,Male,15-19,48
2014,8,Nou Barris,56,Vallbona,Male,15-19,5
2014,9,Sant Andreu,57,la Trinitat Vella,Male,15-19,58
2014,9,Sant Andreu,58,Baró de Viver,Male,15-19,15
2014,9,Sant Andreu,59,el Bon Pastor,Male,15-19,60
2014,9,Sant Andreu,60,Sant Andreu,Male,15-19,215
2014,9,Sant Andreu,61,la Sagrera,Male,15-19,101
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,15-19,57
2014,9,Sant Andreu,63,Navas,Male,15-19,74
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,15-19,134
2014,10,Sant Martí,65,el Clot,Male,15-19,129
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,15-19,56
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,15-19,69
2014,10,Sant Martí,68,el Poblenou,Male,15-19,112
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,15-19,45
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,15-19,99
2014,10,Sant Martí,71,Provençals del Poblenou,Male,15-19,83
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,15-19,98
2014,10,Sant Martí,73,la Verneda i la Pau,Male,15-19,115
2014,1,Ciutat Vella,1,el Raval,Male,15-19,191
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,50
2014,1,Ciutat Vella,3,la Barceloneta,Male,15-19,41
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,15-19,71
2014,2,Eixample,5,el Fort Pienc,Male,15-19,114
2014,2,Eixample,6,la Sagrada Família,Male,15-19,189
2014,2,Eixample,7,la Dreta de l'Eixample,Male,15-19,168
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,15-19,132
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,15-19,199
2014,2,Eixample,10,Sant Antoni,Male,15-19,118
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,15-19,145
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,6
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,15-19,159
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,15-19,37
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,64
2014,3,Sants-Montjuïc,16,la Bordeta,Male,15-19,78
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,15-19,95
2014,3,Sants-Montjuïc,18,Sants,Male,15-19,145
2014,4,Les Corts,19,les Corts,Male,15-19,188
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,15-19,100
2014,4,Les Corts,21,Pedralbes,Male,15-19,63
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,15-19,24
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,15-19,123
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,15-19,96
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,15-19,128
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,15-19,232
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,15-19,139
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,15-19,80
2014,6,Gràcia,29,el Coll,Male,15-19,28
2014,6,Gràcia,30,la Salut,Male,15-19,62
2014,6,Gràcia,31,la Vila de Gràcia,Male,15-19,132
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,15-19,103
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,15-19,106
2014,7,Horta-Guinardó,34,Can Baró,Male,15-19,34
2014,7,Horta-Guinardó,35,el Guinardó,Male,15-19,135
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,15-19,46
2014,7,Horta-Guinardó,37,el Carmel,Male,15-19,134
2014,7,Horta-Guinardó,38,la Teixonera,Male,15-19,44
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,15-19,22
2014,7,Horta-Guinardó,40,Montbau,Male,15-19,26
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,15-19,25
2014,7,Horta-Guinardó,42,la Clota,Male,15-19,4
2014,7,Horta-Guinardó,43,Horta,Male,15-19,90
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,15-19,112
2014,8,Nou Barris,45,Porta,Male,15-19,98
2014,8,Nou Barris,46,el Turó de la Peira,Male,15-19,74
2014,8,Nou Barris,47,Can Peguera,Male,15-19,15
2014,8,Nou Barris,48,la Guineueta,Male,15-19,70
2014,8,Nou Barris,49,Canyelles,Male,15-19,30
2014,8,Nou Barris,50,les Roquetes,Male,15-19,72
2014,8,Nou Barris,51,Verdun,Male,15-19,48
2014,8,Nou Barris,52,la Prosperitat,Male,15-19,101
2014,8,Nou Barris,53,la Trinitat Nova,Male,15-19,44
2014,8,Nou Barris,54,Torre Baró,Male,15-19,22
2014,8,Nou Barris,55,Ciutat Meridiana,Male,15-19,42
2014,8,Nou Barris,56,Vallbona,Male,15-19,5
2014,9,Sant Andreu,57,la Trinitat Vella,Male,15-19,63
2014,9,Sant Andreu,58,Baró de Viver,Male,15-19,15
2014,9,Sant Andreu,59,el Bon Pastor,Male,15-19,54
2014,9,Sant Andreu,60,Sant Andreu,Male,15-19,223
2014,9,Sant Andreu,61,la Sagrera,Male,15-19,115
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,15-19,47
2014,9,Sant Andreu,63,Navas,Male,15-19,102
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,15-19,149
2014,10,Sant Martí,65,el Clot,Male,15-19,134
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,15-19,60
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,15-19,69
2014,10,Sant Martí,68,el Poblenou,Male,15-19,132
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,15-19,42
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,15-19,100
2014,10,Sant Martí,71,Provençals del Poblenou,Male,15-19,83
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,15-19,91
2014,10,Sant Martí,73,la Verneda i la Pau,Male,15-19,111
2014,1,Ciutat Vella,1,el Raval,Male,15-19,202
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,35
2014,1,Ciutat Vella,3,la Barceloneta,Male,15-19,58
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,15-19,82
2014,2,Eixample,5,el Fort Pienc,Male,15-19,111
2014,2,Eixample,6,la Sagrada Família,Male,15-19,162
2014,2,Eixample,7,la Dreta de l'Eixample,Male,15-19,182
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,15-19,150
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,15-19,220
2014,2,Eixample,10,Sant Antoni,Male,15-19,115
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,15-19,143
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,6
